provincia,organizacion,nro_identificacion
BUENOS AIRES,ASOCIACION COOPERADORA DEL HOSPITAL MUNICIPAL SAN JOSE DE CAMPANA,3947
BUENOS AIRES,ASOCIACION DE APOYO FAMILIAR CASA DEL NIÑO ELISA,697
BUENOS AIRES,ASOCIACION DE FOMENTO DEL BARRIO EMPLEADOS DE COMERCIO JORGE NEWBERY,1776
BUENOS AIRES,ASOCIACION DE MADRES UN SOLO CORAZON                                                                ,592
BUENOS AIRES,ASOCIACION DE MUJERES LA COLMENA                                                                    ,432
BUENOS AIRES,ASOCIACION HOGAR CORALUZ,3085
BUENOS AIRES,ASOCIACION INTEGRADORA DE PERSONAS CON PADECIMIENTOS PSIQUICOS,1269
BUENOS AIRES,ASOCIACION LABORATORIO DE PRÁCTICAS E INVESTIGACIONES SOCIALES LAPIS,2962
BUENOS AIRES,ASOCIACION LIRIOS DE LOS VALLES                                                                     ,1215
BUENOS AIRES,ASOCIACION MUTUAL EL COLMENAR,868
BUENOS AIRES,ASOCIACION MUTUAL ENFERMEROS SOLIDARIOS,3320
BUENOS AIRES,ASOCIACION MUTUAL PRIMAVERA - JOSE C. PAZ,695
BUENOS AIRES,ASOCIACION MANUEL UGARTE PARA EL DESARROLLO ECONOMICO Y SOCIAL,3103
BUENOS AIRES,ASOCIACION NAM QOM                                                                                  ,1368
BUENOS AIRES,ASOCIACION PARA AYUDA AL NIÑO AUTISTA,1105
BUENOS AIRES,AVANCEMOS JUNTOS,1270
BUENOS AIRES,CAMARA DE MICROEMPRESARIOS MARPLATENSES,1191
BUENOS AIRES,CAPACITANDO,1214
BUENOS AIRES,CARITAS ARGENTINA DIOCESIS DE SAN ISIDRO,1569
BUENOS AIRES,CARITAS ARQUIODIOCESANA DE BAHIA BLANCA,3093
BUENOS AIRES,CASA DEL VECINO DEL BARRIO EVITA-CASEROS,3318
BUENOS AIRES,CENTRO COMUNITARIO INDEPENDENCIA Y JARDIN MATERNO INFANTIL UN MUNDO FELIZ,62
BUENOS AIRES,CENTRO COMUNITARIO PARA LA MUJER Y LA FAMILIA - JUNIN -,2144
BUENOS AIRES,CENTRO COMUNITARIO SAN AGUSTIN,1075
BUENOS AIRES,CENTRO COMUNITARIO SAN JOSE LA JUSTINA Y JARDIN MATERNO INFANTIL TRENCITO DE PAPEL,3645
BUENOS AIRES,"CENTRO COMUNITARIO SOCIAL, CULTURAL, GLEW VIVE",571
BUENOS AIRES,CENTRO CULTURAL SUEÑOS DEL SUR,681
BUENOS AIRES,CENTRO CULTURAL Y SOCIAL LEOPOLDO MARECHAL,981
BUENOS AIRES,CENTRO CULTURAL Y SOCIAL MATEANDO,625
BUENOS AIRES,CENTRO DE DESARROLLO COMUNITARIO NAMCOPI                                                            ,712
BUENOS AIRES,CENTRO DE DISCAPACITADOS VALOREMOS LA VIDA,1315
BUENOS AIRES,CENTRO DE ESTUDIOS Y ACCION SOCIAL,1203
BUENOS AIRES,CENTRO DE FOMENTO CULTURAL Y DEPORTIVO VILLA ROCA                                                   ,1533
BUENOS AIRES,CENTRO DE FOMENTO Y DEPORTIVO LA ESPERANZA,531
BUENOS AIRES,CENTRO DE JUBILADOS Y PENSIONADOS RENACER DE LEANDRO N. ALEM,1025
BUENOS AIRES,CENTRO DE PELUQUEROS Y PEINADORES DE GENERAL SARMIENTO,3315
BUENOS AIRES,CENTRO EVANGELICO Y MISIONERO EMANUEL                                                               ,724
BUENOS AIRES,CENTRO IDEB - BENITO JUAREZ,2741
BUENOS AIRES,CENTRO IDEB - MORON,861
BUENOS AIRES,CENTRO INTEGRAL PARA DISCAPACITADOS MENTALES CIDIME - COSECHANDO TIEMPO                                                                          ,1358
BUENOS AIRES,CENTRO PARTICIPATIVO COMUNITARIO,329
BUENOS AIRES,CENTRO RECREATIVO Y COMEDOR INFANTIL Bº SOR MARIA LUDOVICA,642
BUENOS AIRES,CENTRO VECINAL BARRIO SAVOIA                                                                        ,431
BUENOS AIRES,CHICOS DEL SUR                                                                                      ,467
BUENOS AIRES,CIRCULO CULTURAL DE RAICES PROVINCIANAS Y TRABAJOS COMUNITARIOS GAUCHITO ANTONIO MAMERTO GIL NUÑEZ  ,1311
BUENOS AIRES,CLUB DE MADRES CRECER CON AMOR                                                                      ,479
BUENOS AIRES,CLUB DE MADRES MANOS SOLIDARIAS DE VILLA LAMADRID ,2238
BUENOS AIRES,COMEDOR CASA DEL SOL                                                                                ,1550
BUENOS AIRES,COMEDOR COMUNITARIO PADRE PABLO TISSERA,507
BUENOS AIRES,COMEDOR COMUNITARIO SANTA MARIA MAGDALENA                                                           ,1535
BUENOS AIRES,COMEDOR INFANTIL LA FUERZA DEL CORAZON,1072
BUENOS AIRES,COMEDOR INFANTIL MARCELO G. AMUCHASTEGUI                                                            ,1241
BUENOS AIRES,COMEDOR INFANTIL ÑANDE ROGA,445
BUENOS AIRES,COMEDOR LOS MISIONERITOS                                                                            ,1242
BUENOS AIRES,COMEDOR MADRE MARIA                                                                                 ,1355
BUENOS AIRES,COMEDOR Y COPA DE LECHE COSQUILLITAS                                                                ,1415
BUENOS AIRES,COMEDOR Y GUARDERIA INFANTIL ESPERANZA DE VIDA                                                      ,600
BUENOS AIRES,COMEDORES ASISTENCIALES DE LA MATANZA,437
BUENOS AIRES,COMISION DE MADRES CARITAS SUCIAS,1268
BUENOS AIRES,COMISION DE PADRES Y AMIGOS DE NIÑOS ESPECIALES BARRIO 2 DE ABRIL,588
BUENOS AIRES,COMISION PLAZA AVIADORES ARGENTINOS                                                                 ,2266
BUENOS AIRES,"COMISION PRO CENTRO ASISTENCIAL, GUARDERIA INFANTIL, TALLER ESCUELA EUGENIO NECOCHEA                ",435
BUENOS AIRES,CONGREGACION EVANGELICA ARGENTINO - GERMANA BUENOS AIRES SUR                                        ,1166
BUENOS AIRES,COOPERADORA DEL HOSPITAL MUNICIPAL SAN JOSE,3509
BUENOS AIRES,COOPERATIVA AGROPECUARIA DE PRODUCTORES PARQUE PEREYRA LTDA. - BERAZATEGUI,699
BUENOS AIRES,COOPERATIVA DE TRABAJO COTRACOOP LIMITADA,3784
BUENOS AIRES,COOPERATIVA DE TRABAJO ECOMIL,137
BUENOS AIRES,COOPERATIVA DE TRABAJO IDELGRAFF LTDA.,3324
BUENOS AIRES,COOPERATIVA DE TRABAJO NUESTRO HONOR A LA LEALTAD LIMITADA,3615
BUENOS AIRES,COOPERATIVA DE TRABAJO PARQUE SAN MARTIN,879
BUENOS AIRES,"COOPERATIVA DE VIVIENDA, SERVICIOS PUBLICOS Y ASISTENCIALES BARRIO SAN JOSE OBRERO LIMITADA",78
BUENOS AIRES,CULTURAL Y SOCIAL EL SOL,1080
BUENOS AIRES,DON JAIME DE NEVARES,1249
BUENOS AIRES,E.GRU.PA. (EMPRENDEDOR GRUPO PUNTALTENSE),2143
BUENOS AIRES,EL FARO DE LA ESPERANZA                                                                             ,1098
BUENOS AIRES,EL PAN DE LOS PIBES                                                                                 ,1549
BUENOS AIRES,ASOCIACION CIVIL ELBA CARMEN,972
BUENOS AIRES,EMAUS BURZACO ASACIACION CIVIL                                                                      ,2267
BUENOS AIRES,ENTRE NOSOTROS,603
BUENOS AIRES,FEDERACION DE COOPERATIVAS DE TRABAJO MANUEL BELGRANO LIMITADA,4215
BUENOS AIRES,FEDERACION DE JARDINES MATERNALES COMUNITARIOS DE LA MATANZA                                        ,394
BUENOS AIRES,FUNDACION ACTUAR                                                                                    ,480
BUENOS AIRES,FUNDACION ADELFOS,429
BUENOS AIRES,FUNDACION ARGENTINA PARA LAS PERSONAS CON DISCAPACIDAD,566
BUENOS AIRES,FUNDACION DE INVESTIGACIONES VISUALES FRANCO MATTIELLO,1468
BUENOS AIRES,FUNDACION DE LA UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,716
BUENOS AIRES,FUNDACION DE ORGANIZACION COMUNITARIA,2961
BUENOS AIRES,FUNDACION JHAITI,583
BUENOS AIRES,FUNDACION PADRE OBISPO JORGE NOVAK,1512
BUENOS AIRES,FUNDACION PELOTA DE TRAPO,1068
BUENOS AIRES,FUNDACION POR UN PIBERIO INTEGRADO,2999
BUENOS AIRES,FUNDACION PRO VIVIENDA SOCIAL,705
BUENOS AIRES,FUNDACION ROSA ANGELA MAIOLO DE MONTELEONE Y TERESA ETELVINA MIR DE MONTELEONE                      ,2235
BUENOS AIRES,FUNDACION SAN FRANSCISCO DE ASIS,503
BUENOS AIRES,"FUNDACION TEMAS (TRABAJO, EDUCACION, MEDIO AMBIENTE)",2675
BUENOS AIRES,FUNDACION VIDA NUEVA,481
BUENOS AIRES,FUNDACION VIVIENDA Y COMUNIDAD,656
BUENOS AIRES,G-TRES,2636
BUENOS AIRES,HACIA NUEVOS RUMBOS ASOCIACION CIVIL SIN FINES DE LUCRO,1850
BUENOS AIRES,HOGAR DE ASISTENCIA Y FORMACION MARIA MADRE DE LOS NIÑOS                                            ,1213
BUENOS AIRES,HOGAR MATERNO INFANTIL TRIBILIN,1309
BUENOS AIRES,IGLESIA CATEDRAL PARROQUIA NUESTRA SEÑORA DEL ROSARIO,2361
BUENOS AIRES,IGLESIA EVANGELICA DE MARMOL,594
BUENOS AIRES,INSTITUTO DE EMPRENDIMIENTOS Y ANALISIS IDEA,465
BUENOS AIRES,JARDIN MATERNAL EL DUENDE ROSADO   ,2236
BUENOS AIRES,JARDIN MATERNAL INFANTIL PALOMITA BLANCA                                                            ,533
BUENOS AIRES,JUNTA DE EMPRENDIMIENTO NACIONAL,1559
BUENOS AIRES,JUNTA VECINAL BARRIO AGUSTIN RAMIREZ   ,2256
BUENOS AIRES,JUNTA VECINAL SANTA CATALINA                                                                        ,683
BUENOS AIRES,JUNTOS POR LOS NIÑOS DE ARTURO SEGUI                                                                ,676
BUENOS AIRES,LA CASA DEL PADRE,2339
BUENOS AIRES,LA CASITA DE LOS NIÑOS,509
BUENOS AIRES,"LOS MIMBREROS, COOPERATIVA DE PRODUCTORES FORESTALES, HORTICOLAS, AGRICOLAS, Y FRUTICOLAS LIMITADA",1970
BUENOS AIRES,MANOS TRABAJANDO - MA.TRA.                                                                          ,1376
BUENOS AIRES,MANZANERAS Y COMADRES POR LA VIDA DE JOSE MARMOL                                                    ,2341
BUENOS AIRES,MUJERES ADELANTE                                                                                    ,1617
BUENOS AIRES,MUNCIPALIDAD DE TORNQUIST,2738
BUENOS AIRES,MUNICIPAL.IDAD DE TRES DE FEBRERO,3094
BUENOS AIRES,MUNICIPALIDAD DE ADOLFO GONZALES CHAVES,2428
BUENOS AIRES,MUNICIPALIDAD DE ALBERTI,2404
BUENOS AIRES,MUNICIPALIDAD DE ALMIRANTE BROWN,4146
BUENOS AIRES,MUNICIPALIDAD DE ARRECIFES,3083
BUENOS AIRES,MUNICIPALIDAD DE BAHIA BLANCA,1781
BUENOS AIRES,MUNICIPALIDAD DE BRAGADO,3063
BUENOS AIRES,MUNICIPALIDAD DE CAÑUELAS,1642
BUENOS AIRES,MUNICIPALIDAD DE CARLOS CASARES,2670
BUENOS AIRES,MUNICIPALIDAD DE CASTELLI,2016
BUENOS AIRES,MUNICIPALIDAD DE CHACABUCO,2608
BUENOS AIRES,MUNICIPALIDAD DE CHASCOMUS,1641
BUENOS AIRES,MUNICIPALIDAD DE CHIVILCOY,3064
BUENOS AIRES,MUNICIPALIDAD DE CORONEL DE MARINA LEONARDO ROSALES,2104
BUENOS AIRES,MUNICIPALIDAD DE CORONEL DORREGO,2103
BUENOS AIRES,MUNICIPALIDAD DE CORONEL PRINGLES,3337
BUENOS AIRES,MUNICIPALIDAD DE CORONEL SUAREZ,2099
BUENOS AIRES,MUNICIPALIDAD DE GENERAL ARENALES,2743
BUENOS AIRES,MUNICIPALIDAD DE GENERAL LAMADRID - BUENOS AIRES,2125
BUENOS AIRES,MUNICIPALIDAD DE GENERAL PINTO,3225
BUENOS AIRES,MUNICIPALIDAD DE GENERAL VILLEGAS,2673
BUENOS AIRES,MUNICIPALIDAD DE HIPOLITO YRIGOYEN,3082
BUENOS AIRES,MUNICIPALIDAD DE HURLINGHAM,3095
BUENOS AIRES,MUNICIPALIDAD DE ITUZAINGO,4012
BUENOS AIRES,MUNICIPALIDAD DE JUNIN,1920
BUENOS AIRES,MUNICIPALIDAD DE LA MATANZA,826
BUENOS AIRES,MUNICIPALIDAD DE LAPRIDA,2427
BUENOS AIRES,MUNICIPALIDAD DE LAS FLORES,2017
BUENOS AIRES,MUNICIPALIDAD DE LOBOS,1630
BUENOS AIRES,MUNICIPALIDAD DE MAIPU - BUENOS AIRES,2526
BUENOS AIRES,MUNICIPALIDAD DE MONTE HERMOSO,2100
BUENOS AIRES,MUNICIPALIDAD DE MORENO,3887
BUENOS AIRES,MUNICIPALIDAD DE MORON,3096
BUENOS AIRES,MUNICIPALIDAD DE NAVARRO,2405
BUENOS AIRES,MUNICIPALIDAD DE NECOCHEA,2527
BUENOS AIRES,MUNICIPALIDAD DE PUNTA INDIO,1640
BUENOS AIRES,MUNICIPALIDAD DE RAUCH,2014
BUENOS AIRES,MUNICIPALIDAD DE SALTO,2669
BUENOS AIRES,MUNICIPALIDAD DE SAN CAYETANO,1527
BUENOS AIRES,MUNICIPALIDAD DE SUIPACHA,3066
BUENOS AIRES,MUNICIPALIDAD DE TRES ARROYOS,2124
BUENOS AIRES,MUNICIPALIDAD DE VILLARINO,2739
BUENOS AIRES,MUTLYF 13 DE NOVIEMBRE,906
BUENOS AIRES,NADINA                                                                                              ,593
BUENOS AIRES,NUEVO HORIZONTE                                                                                     ,1356
BUENOS AIRES,OBISPADO DE SAN JUSTO (CARITAS SAN JUSTO),349
BUENOS AIRES,PARROQUIA INMACULADA CONCEPCION                                                                     ,1695
BUENOS AIRES,PARROQUIA NUESTRA SEÑORA DE LA CAVA    (VICARIA DE PASTORAL SOCIAL - OBISPADO DE SAN ISIDRO)                                                                                                      ,617
BUENOS AIRES,PARROQUIA NUESTRA SEÑORA DE LORETO                                                                  ,1394
BUENOS AIRES,PARROQUIA SAGRADO CORAZON,2229
BUENOS AIRES,PARROQUIA SAN FRANCISCO DE ASIS                                                                     ,2745
BUENOS AIRES,PARROQUIA SAN JOSE,2090
BUENOS AIRES,PARROQUIA SAN JUAN MARIA BAUTISTA VIANNEY,505
BUENOS AIRES,PARROQUIA SAN PABLO,4218
BUENOS AIRES,PARROQUIA SANTA MARIA,452
BUENOS AIRES,PARROQUIA SANTA RITA DE CASIA,1348
BUENOS AIRES,POR SIEMPRE AYELEN                                                                                  ,715
BUENOS AIRES,RAYITO DE SOL DE PUNTA LARA,798
BUENOS AIRES,RED ENCUENTRO DE COMEDORES Y ORGANIZACIONES DE FLORENCIO VARELA,2542
BUENOS AIRES,RENACER                                                                                             ,2302
BUENOS AIRES,"SANTA RAFAELA MARIA FUNDACION PARA LA MINORIDAD, LA FAMILIA Y LA TERCERA EDAD",2092
BUENOS AIRES,SCOUTS DE ARGENTINA (CENTRAL),1366
BUENOS AIRES,"SIMPLE ASOCIACION ""PAN DE VIDA""",77
BUENOS AIRES,SIMPLE ASOCIACION COMEDOR SAN JOSE,795
BUENOS AIRES,SOCIEDAD ARGENTINA DE PROFESIONALES EN ESTETICA MUTUAL.,138
BUENOS AIRES,SOCIEDAD CULTURAL Y DE FOMENTO JOSE MARIA PAZ,3307
BUENOS AIRES,SOCIEDAD DE FOMENTO 12 DE OCTUBRE  DE 12 DE OCTUBRE DE 1958 DE GENERAL SAN MARTIN                                                                                                    ,567
BUENOS AIRES,SOCIEDAD DE FOMENTO MONTE CHICO,684
BUENOS AIRES,SOCIEDAD DE FOMENTO Y CULTURA MI HORIZONTE,462
BUENOS AIRES,SOLIDARIDAD Y PARTICIPACION                                                                         ,3098
BUENOS AIRES,TE AYUDAMOS A CRECER                                                                                ,2413
BUENOS AIRES,UN ESTILO DE VIDA EL PROGRESO                                                                       ,1470
BUENOS AIRES,UNIDAD FEMENINA DE AYUDA - ONG UFA                                                                  ,797
BUENOS AIRES,UNION DE PADRES POR AMOR AL DEFICIENTE MENTAL - U.P.P.A.D.                                          ,1180
BUENOS AIRES,UNION VECINAL 7 DE SEPTIEMBRE,605
BUENOS AIRES,UNION VECINAL GRAN MALVINA                                                                          ,648
BUENOS AIRES,VECINOS DE FRANCISCO ALVAREZ,3311
BUENOS AIRES,CENTRO POPULAR MATADEROS ASOCIACION CIVIL,4221
BUENOS AIRES,"FEDEVI FUERZA EMANCIPADORA DE VILLAS, NUCLEOS Y BARRIOS MARGINADOS DE LA CIUDAD, ASOCIACION CIVIL",4112
BUENOS AIRES,ASOCIACION COOPERADORA DE LA ESB Nº 23,3533
BUENOS AIRES,LA ESPERANZA DEL CALLAO Y BIBLIOTECA POPULAR,3483
BUENOS AIRES,ASOCIACION CIVIL DESARROLLO LOCAL DE LA LOCALIDAD DE SAN PEDRO,4189
BUENOS AIRES,ASOCIACION COOPERADORA CENTRO DE FORMACION Nº 1,3482
BUENOS AIRES,ASOCIACION MUTUAL PARA EMPLEADOS DE BUENOS AIRES,4216
BUENOS AIRES,COOPERATIVA DE TRABAJO PRO-PAN LIMITADA,3596
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE ZARATE,3816
BUENOS AIRES,HOGAR DE DIA EBENEZER,3916
BUENOS AIRES,ASOCIACION CIVIL ACCION BARRIAL,4206
BUENOS AIRES,LA CASITA DE ADOLFO SOURDEAUX,3604
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDIN DE INFANTES Nº 929,4321
BUENOS AIRES,CENTRO DE INVESTIGACIONES MICROECONOMICAS ALTERNATIVAS (C.I.M.A),4150
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDIN DE INFANTES Nº 952,4130
BUENOS AIRES,ASOCIACION COOPERADORA DEL ESTABLECIMIENTO EDUCATIVO E.P.B Nº 048,4236
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA AGROPECUARIA Nº 1 DR. ALEJANDRO KORN,4235
BUENOS AIRES,ASOCIACION CIVIL CENTRO PSICOSOCIAL ARGENTINO (CPSA),4360
BUENOS AIRES,ASOCIACION COOPERADORA DE LA ESCUELA MEDIA Nº 1,3518
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA NORMAL SUPERIOR,3744
BUENOS AIRES,CARITAS DIOCESANAS MERLO-MORENO,3508
BUENOS AIRES,MUNICIPALIDAD DE GENERAL VIAMONTE,2735
BUENOS AIRES,ASOCIACION HORIZONTE PROPUESTAS PARA EL DESARROLLO HUMANO,1519
BUENOS AIRES,ASOCIACION COOPERADORA JARDIN DE INFANTES Nº 904,3754
BUENOS AIRES,PARROQUIA SAN CAYETANO,3075
BUENOS AIRES,FUNDACION SUMANDO VOLUNTADES,4397
BUENOS AIRES,COOPERATIVA DE TRABAJO EL TRABAJO DIGNIFICA LIMITADA,3627
BUENOS AIRES,ASOCIACION CIVIL M.O.I. (MOVIMIENTO DE OCUPANTES E INQUILINOS),3889
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA PRIMARIA BASICA Nº 13,3386
BUENOS AIRES,PARROQUIA MADRE DE DIOS,4218
BUENOS AIRES,MUNICIPALIDAD DE PELLEGRINI,3338
BUENOS AIRES,MUNICIPALIDAD DEL PARTIDO DE SAAVEDRA PIGUE,3336
BUENOS AIRES,TALLERES PROTEGIDOS DE FLORENCIO VARELA LUIS O. CASTALDO DISCAPACITADOS MENTALES,1198
BUENOS AIRES,COMISION BARRIAL BAFICO,3310
BUENOS AIRES,CARITAS DIOCESANA SAN MARTIN,2153
BUENOS AIRES,CIRUJAS ASOCIACION CIVIL,4190
BUENOS AIRES,ASOCIACION CIVIL EL ARCA,4556
BUENOS AIRES,ASOCIACION BOMBEROS VOLUNTARIOS DE CAMPANA,3950
BUENOS AIRES,LOS NIÑOS DEL CORAZON,1357
BUENOS AIRES,CENTRO DE JUBILADOS Y PENSIONADOS ABUELOS LOS ABUELOS GOLONDRINA,3558
BUENOS AIRES,CENTRO DE JUBILADOS Y PENSIONADOS DE CAMPANA,3991
BUENOS AIRES,COOPERATIVA DE TRABAJO QUIMICA DEL SUR LIMITADA,4600
BUENOS AIRES,COOPERATIVA DE TRABAJO I.M.POP.AR INDUSTRIA METALURGICA POPULAR ARGENTINA LIMITADA,4403
BUENOS AIRES,AYUDA SOLIDARIA,4994
BUENOS AIRES,ASOCIACION DE PADRES DE AMIGOS DEL BARRIO LA MORITA,4522
BUENOS AIRES,FUNDACION CRECER JUNTOS,626
BUENOS AIRES,CLUB DE LEONES DE CAPITAN SARMIENTO,3988
BUENOS AIRES,CONSORCIO DE GESTION DE LOMAS DE ZAMORA,4318
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA DE EDUCACION TECNICA Nº 4,3819
BUENOS AIRES,PI.ES POR LA TIERRA (PIBES DE LAS ESQUINAS POR LA TIERRA),4547
BUENOS AIRES,BIENESTAR,4562
BUENOS AIRES,RIOS DE AGUA VIVA,4821
BUENOS AIRES,COOPERATIVA DE TRABAJO 2 DE ABRIL LIMITADA,5012
BUENOS AIRES,PANTALON CORTITO,385
BUENOS AIRES,ASOCIACION COOPERADORA JARDIN DE INFANTES Nº 902,5630
BUENOS AIRES,LA CASITA DE VILLA DE MAYO,3633
BUENOS AIRES,ASOCIACION CIVIL SANTO TOMAS MORO,4612
BUENOS AIRES,VIRREYES RUGBY CLUB,5718
BUENOS AIRES,CLUB SOCIAL Y DEPORTIVO ESTRELLAS UNIDAS,4569
BUENOS AIRES,MANUEL BELGRANO VIRREY DEL PINO,5294
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDIN DE INFANTES Nº 902,4087
BUENOS AIRES,ASOCIACION DE BOMBEROS VOLUNTARIOS DE ITUZAINGO,4324
BUENOS AIRES,NIÑOS DEL FUTURO,1317
BUENOS AIRES,ASOCIACION COOPERADORA EPB Nº 65,5964
BUENOS AIRES,ASOCIACION COOPERADORA E.P.B. Nº 119,6119
BUENOS AIRES,FUNDACION NOSOTROS,4563
BUENOS AIRES,ASOCIACION COOPERADORA EPB Nº 9,3845
BUENOS AIRES,SAN ISIDRO DE TODOS,497
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDIN DE INFANTES Nº 907,3838
BUENOS AIRES,ASOCIACION MUSEO EVITA,4918
BUENOS AIRES,ASOCIACION CONCIENCIA,5024
BUENOS AIRES,HOGAR BENQUEZ,457
BUENOS AIRES,ASOCIACION CIVIL SOLIDARIA JUVENIL,4818
BUENOS AIRES,MUNICIPALIDAD DE CAMPANA,4915
BUENOS AIRES,ASOCIACION MUTUAL MARIANO MORENO DE ALMIRANTE BROWN,4822
BUENOS AIRES,SOL DE MAYO,3244
BUENOS AIRES,CENTRO DE FORMACION LABORAL Nº 3,4132
BUENOS AIRES,AGRUPACION DE PROTECCION INTEGRAL AL ADOLESCENTE DISCAPACITADO DE VICENTE LOPEZ (A.P.I.A.D),4566
BUENOS AIRES,EL SURCO DE CUARTEL V,3904
BUENOS AIRES,ACRIBUS,4936
BUENOS AIRES,CENTRO DE CAPACITACION PARA EMPRENDEDORES Y ARTICULACION COMUNITARIA,4241
BUENOS AIRES,JARDIN MATERNAL PEQUEÑOS GIGANTES,4316
BUENOS AIRES,ASOCIACION COOPERADORA E.P.B. Nº 116,4144
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDIN MATERNAL Nº 2,4114
BUENOS AIRES,ASOCIACION COOPERADORA EPB Nº 6 ANA BLASCO DE SELVA,4110
BUENOS AIRES,ASOCIACION COOPERADORA DE LA ESB Nº 44,4142
BUENOS AIRES,ASOCIACION COOPERADORA DE LA EPB Nº 16,4148
BUENOS AIRES,ASOCIACION COOPERADORA JARDIN Nº 941,6619
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDIN DE INFANTES Nº 912,4106
BUENOS AIRES,RED DE ORGANIZACIONES COMUNITARIAS Y SOCIALES DE CORRIENTES RED MERCOSUR,1733
BUENOS AIRES,ASOCIACION COOPERADORA JARDIN DE INFANTES Nº 961,4131
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDIN DE INFANTES Nº 903,4056
BUENOS AIRES,EL PUENTE VERDE,5199
BUENOS AIRES,MUNICIPALIDAD DE BOLIVAR,5366
BUENOS AIRES,ASOCIACION COOPEADORA DEL JARDIN DE INFANTES Nº 909,6728
BUENOS AIRES,ASOCIACION COOPERADORA DEL JARDIN DE INFANTES Nº 956,4129
BUENOS AIRES,MUNICIPALIDAD DE RAMALLO,5231
BUENOS AIRES,ESCUELA DE FUTBOL INFANTIL SANTA PAULA,5627
BUENOS AIRES,BIBLIOTECA POPULAR FLORENCIO BALCARCE,6138
BUENOS AIRES,SOCIEDAD DE FOMENTO BARRIO GENERAL BELGRANO,6711
BUENOS AIRES,ASOCIACION COOPERADORA E.P.B. Nº 126,6764
BUENOS AIRES,ASOCIACION COOPERADORA JARDIN DE INFANTES Nº 920,6765
BUENOS AIRES,ASOCIACION COOPERADORA ESCUELA Nº 44,4108
BUENOS AIRES,MUNICIPALIDAD DE SALADILLO,5364
BUENOS AIRES,COOPERADORA HOSPITAL MUNICIPAL DOCTOR FELIPE A. PELAEZ DISTRITO DE FLORENTINO AMEGHINO,5250
BUENOS AIRES,ASOCIACION CRISTIANA DE JOVENES DE LA REPUBLICA ARGENTINA,5252
BUENOS AIRES,MUNICIPALIDAD DE SAN ISIDRO,4917
BUENOS AIRES,AGREMIACION DOCENTE UNIVERSITARIA MARPLATENSE (A.D.U.M),6167
BUENOS AIRES,MUNICIPALIDAD DE SAN PEDRO,5795
BUENOS AIRES,ASOCIACION COMUNITARIA FORMAR Y CAPACITAR,5316
BUENOS AIRES,ASOCIACION PADRES Y AMIGOS COOPERANZA SAN NICOLAS,4596
BUENOS AIRES,CENTRO COMUNITARIO DE EDUCACION ALTERNATIVA CRESER,4348
BUENOS AIRES,ASOCIACION MUTUAL PARQUE MATTALDI SERVICIOS,4549
BUENOS AIRES,C.E.P.A.B. CENTRO DE ESTUDIOS PROGRAMATICOS DE ALMIRANTE BROWN,498
BUENOS AIRES,ONIRA,4295
BUENOS AIRES,PARROQUIA ESPIRITU SANTO,5365
BUENOS AIRES,AGENCIA DE DESARROLLO LOCAL DE LOBOS,1627
BUENOS AIRES,ASOCIACION COOPERADORA DEL HOSPITAL ZONAL ESPECIALIZADO DE PEDIATRIA ARGENTINA DIEGO DE AZUL,7066
BUENOS AIRES,MUNICIPALIDAD DE MONTE,5825
BUENOS AIRES,BIBLIOTECA POPULAR RICARDO GUIRALDES DE SAN ANTONIO DE PADUA,4981
BUENOS AIRES,A PURO CORAZON,5819
BUENOS AIRES,MUNICIPALIDAD DE DAIREAUX,5255
BUENOS AIRES,ASOCIACION COOPERADORA E.P. Nº 1,4001
BUENOS AIRES,EQUIPO JUAN DE LA CRUZ,4466
BUENOS AIRES,CLUB ATLETICO SAN ANTONIO DE PADUA,5926
BUENOS AIRES,ASOCIACION COOPERADORA DE LA ESCUELA DE EDUCACION MEDIA Nº 2,4866
BUENOS AIRES,A.T.A.D. ASOCIACION TANDILENSE DE AYUDA AL DISCAPACITADO,4466
BUENOS AIRES,ASOCIACION CIVIL DE LA AZOTEA,7229
BUENOS AIRES,ASOCIACION COOPERADORA DE LA ESCUELA DE ENSEÑANZA TECNICA Nº 1 LUCIANO REYES,3951
BUENOS AIRES,INSTITUTO CULTURAL DE LA PROVINCIA DE BUENOS AIRES,7294
BUENOS AIRES,COMISION DE LA BIBLIOTECA POPULAR DOMINGO FAUSTINO SARMIENTO,6194
BUENOS AIRES,FUNDACION FUENTE VIVA,5651
BUENOS AIRES,ASOCIACION CIVIL AGENCIA DE DESARROLLO ECONOMICO SAN NICOLAS,4824
BUENOS AIRES,CLUB ASTILLERO RIO SANTIAGO,4338
